,Emotion,Path
385,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-04-02-01-02-07.wav
386,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-04-02-02-01-07.wav
387,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-04-02-02-02-07.wav
388,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-05-01-01-01-07.wav
389,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-05-01-01-02-07.wav
390,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-05-01-02-01-07.wav
391,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-05-01-02-02-07.wav
392,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-05-02-01-01-07.wav
393,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-05-02-01-02-07.wav
394,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-05-02-02-01-07.wav
395,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-05-02-02-02-07.wav
396,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-06-01-01-01-07.wav
397,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-06-01-01-02-07.wav
398,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-06-01-02-01-07.wav
399,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-06-01-02-02-07.wav
400,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-06-02-01-01-07.wav
401,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-06-02-01-02-07.wav
402,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-06-02-02-01-07.wav
403,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-06-02-02-02-07.wav
404,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-07-01-01-01-07.wav
405,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-07-01-01-02-07.wav
406,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-07-01-02-01-07.wav
407,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-07-01-02-02-07.wav
408,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-07-02-01-01-07.wav
409,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-07-02-01-02-07.wav
410,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-07-02-02-01-07.wav
411,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-07-02-02-02-07.wav
412,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-08-01-01-01-07.wav
413,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-08-01-01-02-07.wav
414,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-08-01-02-01-07.wav
415,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-08-01-02-02-07.wav
416,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-08-02-01-01-07.wav
417,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-08-02-01-02-07.wav
418,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-08-02-02-01-07.wav
419,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_07\03-01-08-02-02-02-07.wav
420,neutral,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-01-01-01-01-08.wav
421,neutral,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-01-01-01-02-08.wav
422,neutral,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-01-01-02-01-08.wav
423,neutral,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-01-01-02-02-08.wav
424,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-02-01-01-01-08.wav
425,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-02-01-01-02-08.wav
426,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-02-01-02-01-08.wav
427,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-02-01-02-02-08.wav
428,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-02-02-01-01-08.wav
429,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-02-02-01-02-08.wav
430,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-02-02-02-01-08.wav
431,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-02-02-02-02-08.wav
432,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-03-01-01-01-08.wav
433,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-03-01-01-02-08.wav
434,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-03-01-02-01-08.wav
435,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-03-01-02-02-08.wav
436,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-03-02-01-01-08.wav
437,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-03-02-01-02-08.wav
438,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-03-02-02-01-08.wav
439,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-03-02-02-02-08.wav
440,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-04-01-01-01-08.wav
441,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-04-01-01-02-08.wav
442,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-04-01-02-01-08.wav
443,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-04-01-02-02-08.wav
444,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-04-02-01-01-08.wav
445,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-04-02-01-02-08.wav
446,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-04-02-02-01-08.wav
447,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-04-02-02-02-08.wav
448,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-05-01-01-01-08.wav
449,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-05-01-01-02-08.wav
450,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-05-01-02-01-08.wav
451,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-05-01-02-02-08.wav
452,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-05-02-01-01-08.wav
453,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-05-02-01-02-08.wav
454,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-05-02-02-01-08.wav
455,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-05-02-02-02-08.wav
456,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-06-01-01-01-08.wav
457,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-06-01-01-02-08.wav
458,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-06-01-02-01-08.wav
459,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-06-01-02-02-08.wav
460,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-06-02-01-01-08.wav
461,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-06-02-01-02-08.wav
462,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-06-02-02-01-08.wav
463,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-06-02-02-02-08.wav
464,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-07-01-01-01-08.wav
465,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-07-01-01-02-08.wav
466,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-07-01-02-01-08.wav
467,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-07-01-02-02-08.wav
468,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-07-02-01-01-08.wav
469,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-07-02-01-02-08.wav
470,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-07-02-02-01-08.wav
471,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-07-02-02-02-08.wav
472,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-08-01-01-01-08.wav
473,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-08-01-01-02-08.wav
474,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-08-01-02-01-08.wav
475,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-08-01-02-02-08.wav
476,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-08-02-01-01-08.wav
477,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-08-02-01-02-08.wav
478,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-08-02-02-01-08.wav
479,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_08\03-01-08-02-02-02-08.wav
480,neutral,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-01-01-01-01-09.wav
481,neutral,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-01-01-01-02-09.wav
482,neutral,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-01-01-02-01-09.wav
483,neutral,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-01-01-02-02-09.wav
484,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-02-01-01-01-09.wav
485,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-02-01-01-02-09.wav
486,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-02-01-02-01-09.wav
487,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-02-01-02-02-09.wav
488,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-02-02-01-01-09.wav
489,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-02-02-01-02-09.wav
490,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-02-02-02-01-09.wav
491,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-02-02-02-02-09.wav
492,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-03-01-01-01-09.wav
493,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-03-01-01-02-09.wav
494,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-03-01-02-01-09.wav
495,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-03-01-02-02-09.wav
496,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-03-02-01-01-09.wav
497,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-03-02-01-02-09.wav
498,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-03-02-02-01-09.wav
499,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-03-02-02-02-09.wav
500,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-04-01-01-01-09.wav
501,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-04-01-01-02-09.wav
502,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-04-01-02-01-09.wav
503,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-04-01-02-02-09.wav
504,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-04-02-01-01-09.wav
505,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-04-02-01-02-09.wav
506,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-04-02-02-01-09.wav
507,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-04-02-02-02-09.wav
508,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-05-01-01-01-09.wav
509,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-05-01-01-02-09.wav
510,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-05-01-02-01-09.wav
511,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-05-01-02-02-09.wav
512,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-05-02-01-01-09.wav
513,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-05-02-01-02-09.wav
514,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-05-02-02-01-09.wav
515,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-05-02-02-02-09.wav
516,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-06-01-01-01-09.wav
517,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-06-01-01-02-09.wav
518,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-06-01-02-01-09.wav
519,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-06-01-02-02-09.wav
520,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-06-02-01-01-09.wav
521,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-06-02-01-02-09.wav
522,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-06-02-02-01-09.wav
523,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-06-02-02-02-09.wav
524,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-07-01-01-01-09.wav
525,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-07-01-01-02-09.wav
526,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-07-01-02-01-09.wav
527,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-07-01-02-02-09.wav
528,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-07-02-01-01-09.wav
529,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-07-02-01-02-09.wav
530,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-07-02-02-01-09.wav
531,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-07-02-02-02-09.wav
532,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-08-01-01-01-09.wav
533,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-08-01-01-02-09.wav
534,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-08-01-02-01-09.wav
535,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-08-01-02-02-09.wav
536,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-08-02-01-01-09.wav
537,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-08-02-01-02-09.wav
538,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-08-02-02-01-09.wav
539,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_09\03-01-08-02-02-02-09.wav
540,neutral,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-01-01-01-01-10.wav
541,neutral,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-01-01-01-02-10.wav
542,neutral,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-01-01-02-01-10.wav
543,neutral,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-01-01-02-02-10.wav
544,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-02-01-01-01-10.wav
545,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-02-01-01-02-10.wav
546,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-02-01-02-01-10.wav
547,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-02-01-02-02-10.wav
548,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-02-02-01-01-10.wav
549,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-02-02-01-02-10.wav
550,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-02-02-02-01-10.wav
551,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-02-02-02-02-10.wav
552,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-03-01-01-01-10.wav
553,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-03-01-01-02-10.wav
554,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-03-01-02-01-10.wav
555,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-03-01-02-02-10.wav
556,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-03-02-01-01-10.wav
557,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-03-02-01-02-10.wav
558,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-03-02-02-01-10.wav
559,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-03-02-02-02-10.wav
560,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-04-01-01-01-10.wav
561,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-04-01-01-02-10.wav
562,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-04-01-02-01-10.wav
563,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-04-01-02-02-10.wav
564,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-04-02-01-01-10.wav
565,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-04-02-01-02-10.wav
566,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-04-02-02-01-10.wav
567,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-04-02-02-02-10.wav
568,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-05-01-01-01-10.wav
569,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-05-01-01-02-10.wav
570,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-05-01-02-01-10.wav
571,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-05-01-02-02-10.wav
572,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-05-02-01-01-10.wav
573,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-05-02-01-02-10.wav
574,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-05-02-02-01-10.wav
575,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-05-02-02-02-10.wav
576,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-06-01-01-01-10.wav
577,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-06-01-01-02-10.wav
